Epoch,Train_Loss,Val_Loss,Train_Jerk_Loss,Val_Jerk_Loss
1,0.4293588101863861,0.505661261578401,4985.979410807292,4458.333251953125
2,0.42771977682908374,0.5029951569934686,4215.8966878255205,3624.431640625
3,0.4249771336714427,0.4999634362757206,3450.0701904296875,2810.600870768229
4,0.4260637213786443,0.49616586168607074,2729.3695068359375,2042.2267456054688
5,0.41917648414770764,0.49111245448390645,2058.3970336914062,1506.440694173177
6,0.4137440472841263,0.48411886890729267,1642.3736979166667,1509.5810038248699
7,0.4017499287923177,0.47429970776041347,1628.7890625,2026.1010233561199
8,0.3900063286225001,0.46060093740622204,2016.7356363932292,2793.4681803385415
9,0.36933567126592,0.4419835867981116,2668.0706380208335,3661.3681640625
10,0.3478909730911255,0.41639456277092296,3465.6544189453125,4512.329671223958
11,0.31486466030279797,0.3783213570713997,4398.11669921875,5210.158376057942
12,0.2752846032381058,0.32544561972220737,5378.577880859375,6257.093668619792
13,0.2292278135816256,0.2635517194867134,6129.225260416667,7071.013671875
14,0.1863852267464002,0.20373068625728288,6429.444986979167,7065.1513671875
15,0.1531490758061409,0.1673147256175677,6294.571451822917,6940.595052083333
16,0.13186722869674364,0.14495735367139181,6138.121337890625,6305.183837890625
17,0.12007305026054382,0.1286194051305453,5098.727294921875,4808.504231770833
18,0.11032172913352649,0.11644067242741585,3666.7335205078125,3348.0191650390625
19,0.10540133093794186,0.11112033637861411,2551.1322631835938,2334.440185546875
20,0.09911924352248509,0.10548871134718259,1778.168233235677,1558.8436177571614
21,0.09549976512789726,0.1005493060996135,1267.5755615234375,1124.2281595865886
22,0.09277462338407834,0.0976030956953764,1091.3834228515625,980.7903340657552
23,0.08821423103411992,0.0941601259013017,1035.1629638671875,910.0122629801432
24,0.0853554333249728,0.088247274979949,1040.4089253743489,875.5625305175781
25,0.08067174255847931,0.08306342860062917,993.4421997070312,867.6045481363932
26,0.07631226504842441,0.07630629775424798,987.4971923828125,884.0097401936849
27,0.07057259045541286,0.06938563287258148,990.7670084635416,974.98095703125
28,0.06578839446107547,0.06154403587182363,1037.5735575358074,1070.4434611002605
29,0.058156962196032204,0.05417951010167599,1109.5146077473958,1189.101582845052
30,0.05295916895071665,0.0486516443391641,1189.836446126302,1305.2960205078125
31,0.0476668414970239,0.044026593367258705,1261.3333943684895,1338.8319295247395
32,0.04342880224188169,0.04136250261217356,1292.111307779948,1344.018310546875
33,0.040574164440234504,0.040926139491299786,1316.0501912434895,1360.3735961914062
34,0.03892978404959043,0.040053775844474636,1317.128926595052,1359.7958577473958
35,0.03745170931021372,0.03921295593803128,1364.3756103515625,1351.6670227050781
36,0.03618259386469921,0.038167769399782024,1320.7523193359375,1333.6756286621094
37,0.034284282475709915,0.035827359495063625,1343.6376953125,1299.603495279948
38,0.03305686917155981,0.034316787185768284,1292.4073893229167,1279.0244852701824
39,0.030866911945243675,0.033069089675943054,1300.1563720703125,1266.7466430664062
40,0.029379007406532764,0.03186240994061033,1285.351053873698,1257.7237243652344
41,0.02844764633725087,0.03040545868376891,1320.1879069010417,1245.8531595865886
42,0.026623215215901535,0.02936523811270793,1302.0659790039062,1241.0832010904949
43,0.02503725265463193,0.02780700537065665,1381.5646158854167,1237.0046488444011
44,0.023666633293032646,0.02678828298424681,1335.153828938802,1233.2144571940105
45,0.022147868449489277,0.026643166008094948,1377.3197428385417,1235.0182698567708
46,0.020859285878638428,0.025216865974167984,1361.6162109375,1214.1904195149739
47,0.019539648046096165,0.024342277863373358,1396.7677612304688,1205.1094868977864
48,0.018079115077853203,0.024084065419932205,1376.2310994466145,1198.5302429199219
49,0.01712790923193097,0.02326623722910881,1369.0744222005208,1175.7917073567708
50,0.016235504299402237,0.02159063968186577,1368.3583984375,1135.67333984375
51,0.0148170484850804,0.02128986082971096,1347.6835530598958,1126.883768717448
52,0.013783299829810858,0.02070860130091508,1330.5453694661458,1141.9654947916667
53,0.013071259638915459,0.019412075790266197,1313.5811157226562,1154.1929219563801
54,0.01199662188688914,0.019005762102703255,1303.9252319335938,1188.2467091878254
55,0.011337655130773783,0.01877083396539092,1273.5339762369792,1223.8639119466145
56,0.010666912732024988,0.019063230759153765,1317.3064778645833,1237.7603352864583
57,0.0098811659651498,0.01816442554506163,1296.4132486979167,1241.3676249186199
58,0.009519272639105717,0.017518369170526665,1315.4395345052083,1256.5109558105469
59,0.009404406106720367,0.017944001747916143,1325.3355509440105,1279.184061686198
60,0.008777899978061518,0.017389437183737755,1320.9408162434895,1296.6108805338542
61,0.008495595306158066,0.017486158292740583,1335.2112833658855,1304.6236572265625
62,0.008015052881091833,0.01698143539639811,1339.4679565429688,1301.1021321614583
63,0.007660891317451994,0.01719294077095886,1335.0718587239583,1311.3197835286458
64,0.007596543990075588,0.016818657672653597,1333.85302734375,1304.9552408854167
65,0.0073174719388286276,0.016342705115675926,1316.992940266927,1299.6513264973958
66,0.0069562578573822975,0.016495995533963043,1351.334248860677,1281.5157368977864
67,0.006633406737819314,0.016725178885584075,1343.6167805989583,1257.9983317057292
68,0.006641251655916373,0.01577133599979182,1264.7547810872395,1242.1995747884114
69,0.006349716490755479,0.01578948212166627,1294.8767903645833,1234.0725809733074
70,0.005865009191135566,0.016531349314997595,1246.4902954101562,1223.314961751302
71,0.005860510592659314,0.01631812859947483,1280.1666056315105,1208.3550720214844
72,0.005734386543432872,0.01642573089338839,1271.6934611002605,1190.9856770833333
73,0.005573225595677893,0.0152232072626551,1266.455342610677,1154.650655110677
74,0.00553411206540962,0.015313019898409644,1242.8143513997395,1136.7995503743489
75,0.005303471659620603,0.014828431187197566,1221.7286987304688,1132.4905192057292
76,0.0053618173114955425,0.014470716239884496,1237.7770385742188,1118.7274271647136
77,0.004904599705090125,0.015039435975874463,1237.213846842448,1097.5703837076824
78,0.004841901206721862,0.014678458139921228,1181.7930094401042,1079.8458658854167
79,0.004773173403615753,0.013744812846804658,1186.839111328125,1073.6226196289062
80,0.004680910613387823,0.015028381332134208,1172.8941446940105,1057.268798828125
81,0.004632551455870271,0.014671139108637968,1161.645975748698,1030.3482157389324
82,0.004508672165684402,0.01400308939628303,1140.2411499023438,1009.8653869628906
83,0.004319940499650936,0.014587534281114737,1126.3756103515625,992.554921468099
84,0.004178490450916191,0.014193283549199501,1156.9619954427083,985.8094075520834
85,0.004057362714471917,0.014200234164794287,1160.9881591796875,971.7298787434896
86,0.004222583568965395,0.0150229229281346,1121.473876953125,954.2128499348959
87,0.003983303749312957,0.014864888740703464,1092.2393290201824,943.5857137044271
88,0.004000632907263935,0.014173799970497688,1066.6233520507812,932.315663655599
89,0.004020313577105601,0.009816279402002692,1075.1547037760417,924.6785278320312
90,0.003943883775112529,0.010125563945621252,1036.13037109375,901.4821370442709
91,0.003921137928652267,0.009546132059767842,1079.9200134277344,866.2547912597656
92,0.0037060116107265153,0.009290046291425824,1062.353515625,848.8130289713541
93,0.0036857955856248736,0.0095638333975027,1017.0105489095052,862.6436971028646
94,0.0037199821478376784,0.009427799067149559,1027.8006693522136,873.284169514974
95,0.00339360946478943,0.009155475301668048,1006.0928955078125,854.0169270833334
96,0.0036283729132264853,0.009375216206535697,982.6669921875,828.5365091959635
97,0.0034684518662591777,0.00951877748593688,977.1132405598959,815.8047281901041
98,0.003565623153311511,0.009577526167655984,961.8798116048177,805.04296875
99,0.0033036289969459176,0.009681297078107795,968.8624064127604,783.1719563802084
100,0.0033494774252176285,0.009472458468129238,934.9098307291666,782.6322631835938
101,0.0032985915895551443,0.009808026642228166,951.9522094726562,773.3010101318359
102,0.003169200577152272,0.009926162116850415,914.5050048828125,738.7471313476562
103,0.0031117031273121634,0.010020565474405885,941.4580586751302,724.365732828776
104,0.0030462080224727592,0.01054125294710199,949.9066569010416,710.3972676595052
105,0.00304904964286834,0.010691343496243158,928.2293192545573,701.6761983235677
106,0.003124421462416649,0.010443047853186727,921.8063049316406,695.5917205810547
107,0.00302250807483991,0.01094218110665679,938.1302693684896,701.8377583821615
108,0.003007863648235798,0.011676653443525234,913.8636779785156,687.8629252115885
109,0.0030257032873729863,0.010557130522405108,892.1903889973959,674.8110046386719
110,0.0031229315403228006,0.011231388586262861,885.6257731119791,669.3419291178385
111,0.10114384070038795,0.009265980683267117,974.1161397298177,835.4453531901041
112,0.1032858540614446,0.009371205155427257,996.8848571777344,810.7308654785156
113,0.10141027346253395,0.009460754537334045,974.0255533854166,785.740976969401
114,0.10148310785492261,0.009551557168985406,977.4600423177084,768.4149678548177
115,0.1005504069228967,0.009642604660863677,968.1231994628906,753.7138671875
116,0.09966711948315303,0.009742180583998561,959.5150349934896,748.8786214192709
117,0.09639407818516095,0.009848830367748937,928.1454874674479,747.7298482259115
118,0.09317470093568166,0.009891937719658017,894.7030944824219,744.132314046224
119,0.09450490772724152,0.00992824463173747,909.3427022298177,740.4668680826823
120,0.09729431197047234,0.009964021931712827,934.9577840169271,739.6728108723959
121,0.09693472584088643,0.009992365802948674,933.2930094401041,735.966054280599
122,0.09626695513725281,0.010025407963742813,924.9281921386719,729.2373250325521
123,0.09404658650358518,0.010063009026149908,902.7376607259115,723.7744852701823
124,0.09464449187119801,0.010083354078233242,909.9921061197916,721.5940093994141
125,0.09419570863246918,0.010100064954409996,904.6174926757812,718.6744232177734
126,0.09431414678692818,0.010118592996150255,905.3139851888021,715.5277964274088
